SOC,Skill,Importance
49-9031.00,Active Learning,2.88
49-9031.00,Learning Strategies,2.12
49-9031.00,Monitoring,2.88
49-9031.00,Social Perceptiveness,2.75
49-9031.00,Coordination,2.75
49-9031.00,Persuasion,2.75
49-9031.00,Negotiation,2.25
49-9031.00,Instructing,2.25
49-9031.00,Service Orientation,3.0
49-9031.00,Complex Problem Solving,3.12
49-9031.00,Operations Analysis,1.88
49-9031.00,Technology Design,1.88
49-9031.00,Equipment Selection,3.0
49-9031.00,Installation,3.0
49-9031.00,Programming,1.62
49-9031.00,Operations Monitoring,3.5
49-9031.00,Operation and Control,2.88
49-9031.00,Equipment Maintenance,3.62
49-9031.00,Troubleshooting,3.62
49-9031.00,Repairing,3.88
49-9031.00,Quality Control Analysis,3.5
49-9031.00,Judgment and Decision Making,3.0
49-9031.00,Systems Analysis,2.62
49-9031.00,Systems Evaluation,2.25
49-9031.00,Time Management,3.0
49-9031.00,Management of Financial Resources,2.0
49-9031.00,Management of Material Resources,2.12
49-9031.00,Management of Personnel Resources,2.5
49-9041.00,Reading Comprehension,2.88
49-9041.00,Active Listening,3.12
49-9041.00,Writing,2.75
49-9041.00,Speaking,3.0
49-9041.00,Mathematics,2.38
49-9041.00,Science,1.75
49-9041.00,Critical Thinking,3.62
49-9041.00,Active Learning,3.12
49-9041.00,Learning Strategies,2.62
49-9041.00,Monitoring,3.12
49-9041.00,Social Perceptiveness,2.75
49-9041.00,Coordination,3.0
49-9041.00,Persuasion,2.12
49-9041.00,Negotiation,1.88
49-9041.00,Instructing,2.62
49-9041.00,Service Orientation,2.25
49-9041.00,Complex Problem Solving,3.12
49-9041.00,Operations Analysis,1.88
49-9041.00,Technology Design,2.0
49-9041.00,Equipment Selection,3.12
49-9041.00,Installation,2.62
49-9041.00,Programming,1.75
49-9041.00,Operations Monitoring,4.0
49-9041.00,Operation and Control,4.0
49-9041.00,Equipment Maintenance,4.0
49-9041.00,Troubleshooting,4.0
49-9041.00,Repairing,4.0
49-9041.00,Quality Control Analysis,3.75
49-9041.00,Judgment and Decision Making,3.12
49-9041.00,Systems Analysis,2.88
49-9041.00,Systems Evaluation,2.88
49-9041.00,Time Management,3.0
49-9041.00,Management of Financial Resources,1.62
49-9041.00,Management of Material Resources,1.75
49-9041.00,Management of Personnel Resources,2.62
49-9043.00,Reading Comprehension,3.0
49-9043.00,Active Listening,3.0
49-9043.00,Writing,2.38
49-9043.00,Speaking,2.88
49-9043.00,Mathematics,2.0
49-9043.00,Science,1.75
49-9043.00,Critical Thinking,3.0
49-9043.00,Active Learning,2.75
49-9043.00,Learning Strategies,2.12
49-9043.00,Monitoring,2.75
49-9043.00,Social Perceptiveness,2.62
49-9043.00,Coordination,3.0
49-9043.00,Persuasion,2.12
49-9043.00,Negotiation,2.12
49-9043.00,Instructing,2.25
49-9043.00,Service Orientation,2.12
49-9043.00,Complex Problem Solving,2.88
49-9043.00,Operations Analysis,1.88
49-9043.00,Technology Design,1.88
49-9043.00,Equipment Selection,2.75
49-9043.00,Installation,2.88
49-9043.00,Programming,1.75
49-9043.00,Operations Monitoring,3.75
49-9043.00,Operation and Control,3.62
49-9043.00,Equipment Maintenance,3.75
49-9043.00,Troubleshooting,3.75
49-9043.00,Repairing,3.75
49-9043.00,Quality Control Analysis,3.12
49-9043.00,Judgment and Decision Making,3.0
49-9043.00,Systems Analysis,2.12
49-9043.00,Systems Evaluation,2.0
49-9043.00,Time Management,3.0
49-9043.00,Management of Financial Resources,1.75
49-9043.00,Management of Material Resources,1.88
49-9043.00,Management of Personnel Resources,2.12
49-9044.00,Reading Comprehension,3.0
49-9044.00,Active Listening,3.12
49-9044.00,Writing,2.75
49-9044.00,Speaking,3.0
49-9044.00,Mathematics,2.62
49-9044.00,Science,1.75
49-9044.00,Critical Thinking,3.62
49-9044.00,Active Learning,2.75
49-9044.00,Learning Strategies,2.88
49-9044.00,Monitoring,3.12
49-9044.00,Social Perceptiveness,3.0
49-9044.00,Coordination,3.0
49-9044.00,Persuasion,2.88
49-9044.00,Negotiation,2.88
49-9044.00,Instructing,2.88
49-9044.00,Service Orientation,3.0
49-9044.00,Complex Problem Solving,3.12
49-9044.00,Operations Analysis,1.88
49-9044.00,Technology Design,1.88
49-9044.00,Equipment Selection,2.88
49-9044.00,Installation,3.75
49-9044.00,Programming,1.75
49-9044.00,Operations Monitoring,3.62
49-9044.00,Operation and Control,3.38
49-9044.00,Equipment Maintenance,3.75
49-9044.00,Troubleshooting,3.75
49-9044.00,Repairing,3.62
49-9044.00,Quality Control Analysis,3.25
49-9044.00,Judgment and Decision Making,3.12
49-9044.00,Systems Analysis,2.75
49-9044.00,Systems Evaluation,2.62
49-9044.00,Time Management,3.25
49-9044.00,Management of Financial Resources,2.0
49-9044.00,Management of Material Resources,2.0
49-9044.00,Management of Personnel Resources,2.62
49-9045.00,Reading Comprehension,2.88
49-9045.00,Active Listening,3.0
49-9045.00,Writing,2.5
49-9045.00,Speaking,2.75
49-9045.00,Mathematics,2.0
49-9045.00,Science,1.0
49-9045.00,Critical Thinking,2.88
49-9045.00,Active Learning,2.38
49-9045.00,Learning Strategies,2.25
49-9045.00,Monitoring,2.75
49-9045.00,Social Perceptiveness,2.75
49-9045.00,Coordination,2.88
49-9045.00,Persuasion,2.0
49-9045.00,Negotiation,2.0
49-9045.00,Instructing,2.5
49-9045.00,Service Orientation,2.38
49-9045.00,Complex Problem Solving,2.62
49-9045.00,Operations Analysis,2.0
49-9045.00,Technology Design,1.62
49-9045.00,Equipment Selection,2.62
49-9045.00,Installation,1.38
49-9045.00,Programming,1.0
49-9045.00,Operations Monitoring,3.25
49-9045.00,Operation and Control,3.0
49-9045.00,Equipment Maintenance,3.0
49-9045.00,Troubleshooting,2.88
49-9045.00,Repairing,3.12
49-9045.00,Quality Control Analysis,2.62
49-9045.00,Judgment and Decision Making,2.75
49-9045.00,Systems Analysis,1.88
49-9045.00,Systems Evaluation,1.75
49-9045.00,Time Management,2.88
49-9045.00,Management of Financial Resources,1.5
49-9045.00,Management of Material Resources,1.62
49-9045.00,Management of Personnel Resources,2.25
49-9051.00,Reading Comprehension,3.0
49-9051.00,Active Listening,3.38
49-9051.00,Writing,2.5
49-9051.00,Speaking,2.88
49-9051.00,Mathematics,2.0
49-9051.00,Science,1.75
49-9051.00,Critical Thinking,3.12
49-9051.00,Active Learning,3.0
49-9051.00,Learning Strategies,2.75
49-9051.00,Monitoring,3.25
49-9051.00,Social Perceptiveness,2.75
49-9051.00,Coordination,3.12
49-9051.00,Persuasion,2.62
49-9051.00,Negotiation,2.0
49-9051.00,Instructing,2.5
49-9051.00,Service Orientation,2.62
49-9051.00,Complex Problem Solving,3.12
49-9051.00,Operations Analysis,1.88
49-9051.00,Technology Design,1.88
49-9051.00,Equipment Selection,2.62
49-9051.00,Installation,3.0
49-9051.00,Programming,1.25
49-9051.00,Operations Monitoring,3.25
49-9051.00,Operation and Control,3.25
49-9051.00,Equipment Maintenance,3.0
49-9051.00,Troubleshooting,3.38
49-9051.00,Repairing,3.12
49-9051.00,Quality Control Analysis,3.12
49-9051.00,Judgment and Decision Making,3.12
49-9051.00,Systems Analysis,3.12
49-9051.00,Systems Evaluation,2.88
49-9051.00,Time Management,3.0
49-9051.00,Management of Financial Resources,1.5
49-9051.00,Management of Material Resources,1.62
49-9051.00,Management of Personnel Resources,2.88
49-9052.00,Reading Comprehension,2.88
49-9052.00,Active Listening,3.0
49-9052.00,Writing,2.62
49-9052.00,Speaking,3.12
49-9052.00,Mathematics,2.0
49-9052.00,Science,1.75
49-9052.00,Critical Thinking,3.12
49-9052.00,Active Learning,2.75
49-9052.00,Learning Strategies,2.25
49-9052.00,Monitoring,3.0
49-9052.00,Social Perceptiveness,2.88
49-9052.00,Coordination,3.0
49-9052.00,Persuasion,2.25
49-9052.00,Negotiation,2.12
49-9052.00,Instructing,2.12
49-9052.00,Service Orientation,2.75
49-9052.00,Complex Problem Solving,3.12
49-9052.00,Operations Analysis,1.88
49-9052.00,Technology Design,1.88
49-9052.00,Equipment Selection,2.25
49-9052.00,Installation,2.38
49-9052.00,Programming,1.62
49-9052.00,Operations Monitoring,3.12
49-9052.00,Operation and Control,3.0
49-9052.00,Equipment Maintenance,3.0
49-9052.00,Troubleshooting,3.0
49-9052.00,Repairing,2.88
49-9052.00,Quality Control Analysis,2.88
49-9052.00,Judgment and Decision Making,3.0
49-9052.00,Systems Analysis,2.38
49-9052.00,Systems Evaluation,2.25
49-9052.00,Time Management,2.88
49-9052.00,Management of Financial Resources,1.75
49-9052.00,Management of Material Resources,1.75
49-9052.00,Management of Personnel Resources,2.0
49-9061.00,Reading Comprehension,3.12
49-9061.00,Active Listening,3.12
49-9061.00,Writing,2.62
49-9061.00,Speaking,3.0
49-9061.00,Mathematics,2.38
49-9061.00,Science,2.12
49-9061.00,Critical Thinking,3.5
49-9061.00,Active Learning,3.0
49-9061.00,Learning Strategies,2.62
49-9061.00,Monitoring,2.88
49-9061.00,Social Perceptiveness,2.75
49-9061.00,Coordination,2.25
49-9061.00,Persuasion,2.12
49-9061.00,Negotiation,2.0
49-9061.00,Instructing,1.62
49-9061.00,Service Orientation,2.38
49-9061.00,Complex Problem Solving,3.12
49-9061.00,Operations Analysis,1.88
49-9061.00,Technology Design,2.12
49-9061.00,Equipment Selection,3.0
49-9061.00,Installation,1.88
49-9061.00,Programming,1.75
49-9061.00,Operations Monitoring,3.0
49-9061.00,Operation and Control,2.12
49-9061.00,Equipment Maintenance,3.38
49-9061.00,Troubleshooting,3.88
49-9061.00,Repairing,3.75
49-9061.00,Quality Control Analysis,3.38
49-9061.00,Judgment and Decision Making,3.12
49-9061.00,Systems Analysis,2.12
49-9061.00,Systems Evaluation,2.12
49-9061.00,Time Management,3.12
49-9061.00,Management of Financial Resources,2.0
49-9061.00,Management of Material Resources,2.25
49-9061.00,Management of Personnel Resources,2.0
49-9062.00,Reading Comprehension,3.12
49-9062.00,Active Listening,3.0
49-9062.00,Writing,2.75
49-9062.00,Speaking,2.88
49-9062.00,Mathematics,2.88
49-9062.00,Science,2.12
49-9062.00,Critical Thinking,3.12
49-9062.00,Active Learning,3.0
49-9062.00,Learning Strategies,2.62
49-9062.00,Monitoring,2.88
49-9062.00,Social Perceptiveness,2.88
49-9062.00,Coordination,2.75
49-9062.00,Persuasion,2.5
49-9062.00,Negotiation,2.12
49-9062.00,Instructing,2.62
49-9062.00,Service Orientation,2.75
49-9062.00,Complex Problem Solving,3.0
49-9062.00,Operations Analysis,2.0
49-9062.00,Technology Design,2.12
49-9062.00,Equipment Selection,3.0
49-9062.00,Installation,2.5
49-9062.00,Programming,2.0
49-9062.00,Operations Monitoring,3.5
49-9062.00,Operation and Control,2.88
49-9062.00,Equipment Maintenance,4.0
49-9062.00,Troubleshooting,3.88
49-9062.00,Repairing,4.25
49-9062.00,Quality Control Analysis,3.38
49-9062.00,Judgment and Decision Making,3.0
49-9062.00,Systems Analysis,3.0
49-9062.00,Systems Evaluation,2.5
49-9062.00,Time Management,3.0
49-9062.00,Management of Financial Resources,2.0
49-9062.00,Management of Material Resources,2.0
49-9062.00,Management of Personnel Resources,2.25
49-9063.00,Reading Comprehension,3.0
49-9063.00,Active Listening,3.0
49-9063.00,Writing,2.75
49-9063.00,Speaking,3.0
49-9063.00,Mathematics,2.0
49-9063.00,Science,1.62
49-9063.00,Critical Thinking,3.62
49-9063.00,Active Learning,2.75
49-9063.00,Learning Strategies,2.38
49-9063.00,Monitoring,2.88
49-9063.00,Social Perceptiveness,2.88
49-9063.00,Coordination,2.38
49-9063.00,Persuasion,2.38
49-9063.00,Negotiation,2.12
49-9063.00,Instructing,2.38
49-9063.00,Service Orientation,3.12
49-9063.00,Complex Problem Solving,3.12
49-9063.00,Operations Analysis,1.88
49-9063.00,Technology Design,1.88
49-9063.00,Equipment Selection,3.0
49-9063.00,Installation,1.5
49-9063.00,Programming,1.25
49-9063.00,Operations Monitoring,2.88
49-9063.00,Operation and Control,2.88
49-9063.00,Equipment Maintenance,3.0
49-9063.00,Troubleshooting,3.75
49-9063.00,Repairing,3.75
49-9063.00,Quality Control Analysis,3.88
49-9063.00,Judgment and Decision Making,3.12
49-9063.00,Systems Analysis,2.75
49-9063.00,Systems Evaluation,2.88
49-9063.00,Time Management,3.0
49-9063.00,Management of Financial Resources,2.0
49-9063.00,Management of Material Resources,2.25
49-9063.00,Management of Personnel Resources,1.88
49-9064.00,Reading Comprehension,2.88
49-9064.00,Active Listening,3.0
49-9064.00,Writing,2.25
49-9064.00,Speaking,3.0
49-9064.00,Mathematics,2.0
49-9064.00,Science,1.75
49-9064.00,Critical Thinking,3.12
49-9064.00,Active Learning,2.25
49-9064.00,Learning Strategies,2.0
49-9064.00,Monitoring,2.62
49-9064.00,Social Perceptiveness,2.75
49-9064.00,Coordination,2.25
49-9064.00,Persuasion,2.12
49-9064.00,Negotiation,2.25
49-9064.00,Instructing,2.0
49-9064.00,Service Orientation,2.75
49-9064.00,Complex Problem Solving,2.88
49-9064.00,Operations Analysis,2.0
49-9064.00,Technology Design,1.88
49-9064.00,Equipment Selection,2.62
49-9064.00,Installation,1.5
49-9064.00,Programming,1.0
49-9064.00,Operations Monitoring,3.12
49-9064.00,Operation and Control,2.75
49-9064.00,Equipment Maintenance,3.0
49-9064.00,Troubleshooting,3.0
49-9064.00,Repairing,3.88
49-9064.00,Quality Control Analysis,3.0
49-9064.00,Judgment and Decision Making,3.0
49-9064.00,Systems Analysis,2.0
49-9064.00,Systems Evaluation,2.12
49-9064.00,Time Management,2.38
49-9064.00,Management of Financial Resources,2.12
49-9064.00,Management of Material Resources,2.25
49-9064.00,Management of Personnel Resources,2.0
49-9071.00,Reading Comprehension,3.0
49-9071.00,Active Listening,3.0
49-9071.00,Writing,2.88
49-9071.00,Speaking,3.0
49-9071.00,Mathematics,2.38
49-9071.00,Science,1.88
49-9071.00,Critical Thinking,3.25
49-9071.00,Active Learning,3.12
49-9071.00,Learning Strategies,2.25
49-9071.00,Monitoring,3.12
49-9071.00,Social Perceptiveness,2.75
49-9071.00,Coordination,3.0
49-9071.00,Persuasion,2.25
49-9071.00,Negotiation,2.38
49-9071.00,Instructing,2.38
49-9071.00,Service Orientation,2.38
49-9071.00,Complex Problem Solving,3.12
49-9071.00,Operations Analysis,2.12
49-9071.00,Technology Design,2.12
49-9071.00,Equipment Selection,3.0
49-9071.00,Installation,3.0
49-9071.00,Programming,1.38
49-9071.00,Operations Monitoring,3.12
49-9071.00,Operation and Control,3.12
49-9071.00,Equipment Maintenance,3.88
49-9071.00,Troubleshooting,3.75
49-9071.00,Repairing,3.88
49-9071.00,Quality Control Analysis,3.12
49-9071.00,Judgment and Decision Making,3.0
49-9071.00,Systems Analysis,2.5
49-9071.00,Systems Evaluation,2.25
49-9071.00,Time Management,3.0
49-9071.00,Management of Financial Resources,2.12
49-9071.00,Management of Material Resources,2.25
49-9071.00,Management of Personnel Resources,2.38
49-9081.00,Reading Comprehension,3.25
49-9081.00,Active Listening,3.12
49-9081.00,Writing,2.88
49-9081.00,Speaking,3.12
49-9081.00,Mathematics,2.12
49-9081.00,Science,2.0
49-9081.00,Critical Thinking,3.5
49-9081.00,Active Learning,3.12
49-9081.00,Learning Strategies,3.0
49-9081.00,Monitoring,3.25
49-9081.00,Social Perceptiveness,2.75
49-9081.00,Coordination,3.0
49-9081.00,Persuasion,2.0
49-9081.00,Negotiation,2.12
49-9081.00,Instructing,3.0
49-9081.00,Service Orientation,2.25
49-9081.00,Complex Problem Solving,3.25
49-9081.00,Operations Analysis,1.62
49-9081.00,Technology Design,1.75
49-9081.00,Equipment Selection,3.0
49-9081.00,Installation,1.88
49-9081.00,Programming,1.62
49-9081.00,Operations Monitoring,4.0
49-9081.00,Operation and Control,3.12
49-9081.00,Equipment Maintenance,4.0
49-9081.00,Troubleshooting,4.0
49-9081.00,Repairing,4.0
49-9081.00,Quality Control Analysis,3.25
49-9081.00,Judgment and Decision Making,3.12
49-9081.00,Systems Analysis,3.12
49-9081.00,Systems Evaluation,3.12
49-9081.00,Time Management,3.0
49-9081.00,Management of Financial Resources,1.62
49-9081.00,Management of Material Resources,2.25
49-9081.00,Management of Personnel Resources,2.62
49-9091.00,Reading Comprehension,2.88
49-9091.00,Active Listening,2.88
49-9091.00,Writing,2.62
49-9091.00,Speaking,2.88
49-9091.00,Mathematics,2.0
49-9091.00,Science,1.62
49-9091.00,Critical Thinking,2.88
49-9091.00,Active Learning,2.62
49-9091.00,Learning Strategies,1.88
49-9091.00,Monitoring,2.88
49-9091.00,Social Perceptiveness,2.62
49-9091.00,Coordination,2.62
49-9091.00,Persuasion,2.0
49-9091.00,Negotiation,1.88
49-9091.00,Instructing,1.88
49-9091.00,Service Orientation,2.88
49-9091.00,Complex Problem Solving,2.88
49-9091.00,Operations Analysis,1.5
49-9091.00,Technology Design,1.0
49-9091.00,Equipment Selection,2.5
49-9091.00,Installation,2.12
49-9091.00,Programming,1.38
49-9091.00,Operations Monitoring,3.0
49-9091.00,Operation and Control,3.0
49-9091.00,Equipment Maintenance,3.38
49-9091.00,Troubleshooting,3.25
49-9091.00,Repairing,3.5
49-9091.00,Quality Control Analysis,3.0
49-9091.00,Judgment and Decision Making,2.88
49-9091.00,Systems Analysis,2.88
49-9091.00,Systems Evaluation,2.75
49-9091.00,Time Management,2.88
49-9091.00,Management of Financial Resources,1.88
49-9091.00,Management of Material Resources,2.0
49-9091.00,Management of Personnel Resources,2.0
49-9092.00,Reading Comprehension,3.25
49-9092.00,Active Listening,3.75
49-9092.00,Writing,3.0
49-9092.00,Speaking,3.62
49-9092.00,Mathematics,2.12
49-9092.00,Science,2.5
49-9092.00,Critical Thinking,3.88
49-9092.00,Active Learning,3.0
49-9092.00,Learning Strategies,2.88
49-9092.00,Monitoring,3.12
49-9092.00,Social Perceptiveness,3.0
49-9092.00,Coordination,3.25
49-9092.00,Persuasion,2.88
49-9092.00,Negotiation,3.0
49-9092.00,Instructing,3.12
49-9092.00,Service Orientation,2.75
49-9092.00,Complex Problem Solving,3.25
49-9092.00,Operations Analysis,1.88
49-9092.00,Technology Design,1.75
49-9092.00,Equipment Selection,3.0
49-9092.00,Installation,2.5
49-9092.00,Programming,1.0
49-9092.00,Operations Monitoring,3.75
49-9092.00,Operation and Control,3.38
49-9092.00,Equipment Maintenance,3.25
49-9092.00,Troubleshooting,3.25
49-9092.00,Repairing,3.25
49-9092.00,Quality Control Analysis,3.5
49-9092.00,Judgment and Decision Making,3.25
49-9092.00,Systems Analysis,2.88
49-9092.00,Systems Evaluation,2.62
49-9092.00,Time Management,3.38
49-9092.00,Management of Financial Resources,1.62
49-9092.00,Management of Material Resources,2.0
49-9092.00,Management of Personnel Resources,2.75
49-9094.00,Reading Comprehension,3.0
49-9094.00,Active Listening,3.12
49-9094.00,Writing,2.75
49-9094.00,Speaking,3.12
49-9094.00,Mathematics,2.62
49-9094.00,Science,1.0
49-9094.00,Critical Thinking,3.38
49-9094.00,Active Learning,2.62
49-9094.00,Learning Strategies,2.38
49-9094.00,Monitoring,2.62
49-9094.00,Social Perceptiveness,2.75
49-9094.00,Coordination,2.5
49-9094.00,Persuasion,2.25
49-9094.00,Negotiation,2.12
49-9094.00,Instructing,2.38
49-9094.00,Service Orientation,3.12
49-9094.00,Complex Problem Solving,3.0
49-9094.00,Operations Analysis,1.25
49-9094.00,Technology Design,1.75
49-9094.00,Equipment Selection,2.88
49-9094.00,Installation,3.0
49-9094.00,Programming,1.62
49-9094.00,Operations Monitoring,2.88
49-9094.00,Operation and Control,3.0
49-9094.00,Equipment Maintenance,2.88
49-9094.00,Troubleshooting,3.0
49-9094.00,Repairing,3.5
49-9094.00,Quality Control Analysis,3.12
49-9094.00,Judgment and Decision Making,2.88
49-9094.00,Systems Analysis,2.5
49-9094.00,Systems Evaluation,2.12
49-9094.00,Time Management,3.25
49-9094.00,Management of Financial Resources,2.0
49-9094.00,Management of Material Resources,2.12
49-9094.00,Management of Personnel Resources,2.38
49-9095.00,Reading Comprehension,3.12
49-9095.00,Active Listening,3.38
49-9095.00,Writing,2.62
49-9095.00,Speaking,3.38
49-9095.00,Mathematics,2.62
49-9095.00,Science,1.62
49-9095.00,Critical Thinking,3.75
49-9095.00,Active Learning,3.38
49-9095.00,Learning Strategies,3.38
49-9095.00,Monitoring,3.5
49-9095.00,Social Perceptiveness,3.0
49-9095.00,Coordination,3.5
49-9095.00,Persuasion,3.0
49-9095.00,Negotiation,3.12
49-9095.00,Instructing,3.25
49-9095.00,Service Orientation,3.12
49-9095.00,Complex Problem Solving,3.38
49-9095.00,Operations Analysis,2.25
49-9095.00,Technology Design,2.0
49-9095.00,Equipment Selection,2.88
49-9095.00,Installation,2.62
49-9095.00,Programming,1.0
49-9095.00,Operations Monitoring,3.62
49-9095.00,Operation and Control,3.75
49-9095.00,Equipment Maintenance,2.62
49-9095.00,Troubleshooting,3.25
49-9095.00,Repairing,3.12
49-9095.00,Quality Control Analysis,3.75
49-9095.00,Judgment and Decision Making,3.5
49-9095.00,Systems Analysis,2.75
49-9095.00,Systems Evaluation,2.62
49-9095.00,Time Management,3.38
49-9095.00,Management of Financial Resources,2.25
49-9095.00,Management of Material Resources,2.62
49-9095.00,Management of Personnel Resources,3.38
49-9096.00,Reading Comprehension,3.12
49-9096.00,Active Listening,3.12
49-9096.00,Writing,2.38
49-9096.00,Speaking,3.0
49-9096.00,Mathematics,1.62
49-9096.00,Science,1.38
49-9096.00,Critical Thinking,3.12
49-9096.00,Active Learning,2.62
49-9096.00,Learning Strategies,1.62
49-9096.00,Monitoring,3.12
49-9096.00,Social Perceptiveness,2.75
49-9096.00,Coordination,3.12
49-9096.00,Persuasion,2.25
49-9096.00,Negotiation,2.12
49-9096.00,Instructing,2.12
49-9096.00,Service Orientation,2.38
49-9096.00,Complex Problem Solving,3.0
49-9096.00,Operations Analysis,2.12
49-9096.00,Technology Design,1.5
49-9096.00,Equipment Selection,2.88
49-9096.00,Installation,2.0
49-9096.00,Programming,1.0
49-9096.00,Operations Monitoring,3.12
49-9096.00,Operation and Control,3.25
49-9096.00,Equipment Maintenance,2.75
49-9096.00,Troubleshooting,2.88
49-9096.00,Repairing,2.75
49-9096.00,Quality Control Analysis,2.88
49-9096.00,Judgment and Decision Making,3.0
49-9096.00,Systems Analysis,2.12
49-9096.00,Systems Evaluation,2.12
49-9096.00,Time Management,3.0
49-9096.00,Management of Financial Resources,1.38
49-9096.00,Management of Material Resources,1.38
49-9096.00,Management of Personnel Resources,2.5
49-9097.00,Reading Comprehension,2.88
49-9097.00,Active Listening,3.0
49-9097.00,Writing,2.88
49-9097.00,Speaking,2.88
49-9097.00,Mathematics,2.5
49-9097.00,Science,1.75
49-9097.00,Critical Thinking,3.75
49-9097.00,Active Learning,2.88
49-9097.00,Learning Strategies,2.62
49-9097.00,Monitoring,2.88
49-9097.00,Social Perceptiveness,2.75
49-9097.00,Coordination,2.75
49-9097.00,Persuasion,2.12
49-9097.00,Negotiation,2.25
49-9097.00,Instructing,2.62
49-9097.00,Service Orientation,2.12
49-9097.00,Complex Problem Solving,3.38
49-9097.00,Operations Analysis,1.12
49-9097.00,Technology Design,1.5
49-9097.00,Equipment Selection,3.62
49-9097.00,Installation,2.88
49-9097.00,Programming,2.0
49-9097.00,Operations Monitoring,3.75
49-9097.00,Operation and Control,3.12
49-9097.00,Equipment Maintenance,4.0
49-9097.00,Troubleshooting,4.12
49-9097.00,Repairing,4.0
49-9097.00,Quality Control Analysis,3.88
49-9097.00,Judgment and Decision Making,3.0
49-9097.00,Systems Analysis,2.38
49-9097.00,Systems Evaluation,2.38
49-9097.00,Time Management,3.0
49-9097.00,Management of Financial Resources,1.62
49-9097.00,Management of Material Resources,1.75
49-9097.00,Management of Personnel Resources,2.0
49-9098.00,Reading Comprehension,2.62
49-9098.00,Active Listening,3.12
49-9098.00,Writing,2.12
49-9098.00,Speaking,3.0
49-9098.00,Mathematics,2.0
49-9098.00,Science,1.12
49-9098.00,Critical Thinking,3.12
49-9098.00,Active Learning,2.62
49-9098.00,Learning Strategies,2.5
49-9098.00,Monitoring,3.12
49-9098.00,Social Perceptiveness,2.62
49-9098.00,Coordination,3.0
49-9098.00,Persuasion,1.88
49-9098.00,Negotiation,1.88
49-9098.00,Instructing,2.12
49-9098.00,Service Orientation,2.38
49-9098.00,Complex Problem Solving,2.62
49-9098.00,Operations Analysis,1.62
49-9098.00,Technology Design,1.62
49-9098.00,Equipment Selection,2.75
49-9098.00,Installation,2.38
49-9098.00,Programming,1.38
49-9098.00,Operations Monitoring,3.12
49-9098.00,Operation and Control,3.12
49-9098.00,Equipment Maintenance,3.12
49-9098.00,Troubleshooting,3.12
49-9098.00,Repairing,3.12
49-9098.00,Quality Control Analysis,3.0
49-9098.00,Judgment and Decision Making,2.88
49-9098.00,Systems Analysis,2.12
49-9098.00,Systems Evaluation,2.12
49-9098.00,Time Management,2.75
49-9098.00,Management of Financial Resources,1.25
49-9098.00,Management of Material Resources,1.5
49-9098.00,Management of Personnel Resources,1.88
49-9099.01,Reading Comprehension,3.25
49-9099.01,Active Listening,3.0
49-9099.01,Writing,3.0
49-9099.01,Speaking,3.0
49-9099.01,Mathematics,2.75
49-9099.01,Science,2.12
49-9099.01,Critical Thinking,3.25
49-9099.01,Active Learning,3.12
49-9099.01,Learning Strategies,2.12
49-9099.01,Monitoring,3.75
49-9099.01,Social Perceptiveness,2.88
49-9099.01,Coordination,3.0
49-9099.01,Persuasion,2.25
49-9099.01,Negotiation,2.38
49-9099.01,Instructing,2.62
49-9099.01,Service Orientation,2.88
49-9099.01,Complex Problem Solving,3.12
49-9099.01,Operations Analysis,2.0
49-9099.01,Technology Design,1.88
49-9099.01,Equipment Selection,2.88
49-9099.01,Installation,3.0
49-9099.01,Programming,1.88
49-9099.01,Operations Monitoring,3.88
49-9099.01,Operation and Control,3.38
49-9099.01,Equipment Maintenance,3.12
49-9099.01,Troubleshooting,3.62
49-9099.01,Repairing,3.12
49-9099.01,Quality Control Analysis,3.25
49-9099.01,Judgment and Decision Making,3.12
49-9099.01,Systems Analysis,3.0
49-9099.01,Systems Evaluation,2.88
49-9099.01,Time Management,2.88
49-9099.01,Management of Financial Resources,2.0
49-9099.01,Management of Material Resources,2.0
49-9099.01,Management of Personnel Resources,2.62
51-1011.00,Reading Comprehension,3.5
51-1011.00,Active Listening,3.88
51-1011.00,Writing,3.12
51-1011.00,Speaking,3.88
51-1011.00,Mathematics,2.38
51-1011.00,Science,1.5
51-1011.00,Critical Thinking,3.75
51-1011.00,Active Learning,3.12
51-1011.00,Learning Strategies,3.12
51-1011.00,Monitoring,3.75
51-1011.00,Social Perceptiveness,3.75
51-1011.00,Coordination,3.75
51-1011.00,Persuasion,3.0
51-1011.00,Negotiation,3.0
51-1011.00,Instructing,3.0
51-1011.00,Service Orientation,3.0
51-1011.00,Complex Problem Solving,3.12
51-1011.00,Operations Analysis,2.88
51-1011.00,Technology Design,2.0
51-1011.00,Equipment Selection,2.25
51-1011.00,Installation,1.12
51-1011.00,Programming,1.25
51-1011.00,Operations Monitoring,3.12
51-1011.00,Operation and Control,2.75
51-1011.00,Equipment Maintenance,2.12
51-1011.00,Troubleshooting,2.25
51-1011.00,Repairing,2.25
51-1011.00,Quality Control Analysis,3.0
51-1011.00,Judgment and Decision Making,3.62
51-1011.00,Systems Analysis,3.12
51-1011.00,Systems Evaluation,3.0
51-1011.00,Time Management,3.88
51-1011.00,Management of Financial Resources,2.25
51-1011.00,Management of Material Resources,2.12
51-1011.00,Management of Personnel Resources,3.88
51-2011.00,Reading Comprehension,3.0
51-2011.00,Active Listening,3.12
51-2011.00,Writing,2.75
51-2011.00,Speaking,3.0
51-2011.00,Mathematics,2.5
